23,25,1
45,49,1
28,26,1
36,48,1
42,48,1
42,21,1
29,32,1
26,28,1
24,46,0
39,30,1
29,46,1
43,43,1
20,42,0
35,41,1
45,19,0
38,45,1
25,38,1
31,20,1
38,43,1
37,30,1
43,27,1
43,44,1
21,30,0
22,45,0
44,26,1
43,42,1
26,41,0
47,35,1
48,30,1
41,24,1
19,48,0
45,24,0
38,41,1
42,46,1
49,45,1
28,44,1
22,44,0
31,48,1
48,21,0
31,20,1
30,39,1
23,23,1
21,32,0
19,19,1
21,27,0
24,46,0
25,28,1
48,50,1
25,32,1
26,29,1
33,48,1
35,32,1
48,25,1
30,27,1
34,49,1
40,45,1
28,32,1
47,33,1
29,33,1
21,22,1
21,39,0
41,45,1
46,39,1
22,24,1
32,22,1
27,46,0
26,35,1
27,29,1
48,19,0
35,26,1
42,29,1
30,22,1
20,26,0
33,25,1
37,30,1
37,32,1
20,22,1
42,48,1
29,20,1
32,46,1
37,34,1
29,45,1
19,44,0
49,18,0
28,25,1
48,31,1
35,46,1
34,26,1
38,26,1
36,31,1
31,30,1
27,19,1
44,38,1
19,37,0
43,49,1
19,42,0
32,24,1
46,43,1
43,46,1
33,32,1
23,35,0
26,34,1
48,20,0
45,38,1
30,30,1
28,23,1
43,36,1
19,37,0
39,45,1
20,30,0
28,30,1
19,42,0
41,21,1
42,31,1
47,45,1
42,48,1
40,22,1
28,20,1
22,31,0
28,24,1
18,33,0
42,47,1
35,18,1
32,28,1
45,39,1
46,45,1
41,43,1
24,37,0
34,30,1
40,22,1
38,20,1
43,28,1
21,26,0
35,27,1
33,37,1
48,39,1
47,40,1
31,32,1
18,32,0
31,20,1
30,49,1
22,46,0
36,39,1
30,35,1
49,50,1
46,39,1
45,44,1
34,40,1
27,28,1
27,35,1
46,46,1
26,42,0
27,18,1
23,38,0
30,30,1
34,32,1
48,27,1
31,23,1
29,47,0
47,31,1
35,19,1
30,28,1
33,44,1
36,37,1
34,44,1
42,43,1
36,29,1
35,46,1
22,36,0
39,47,1
23,23,1
47,20,0
38,22,1
21,33,0
37,41,1
18,18,1
35,34,1
49,49,1
33,32,1
31,19,1
31,26,1
45,31,1
41,44,1
27,47,0
28,26,1
18,47,0
37,18,1
20,42,0
36,45,1
